emp_no,first_name,last_name,from_date,salary,title
41169,Torsten,Ghazalie,1990-06-14,90016,Senior Staff
41177,Jolita,Anandan,1998-12-08,69471,Senior Staff
41197,Vesna,Stille,1991-07-21,61924,Senior Staff
41205,Charlene,Cusworth,1993-04-04,75669,Senior Staff
41239,Malu,Rajaraman,1988-07-18,70272,Senior Staff
41293,Honglan,Lorcy,1990-10-11,95091,Senior Staff
41298,Elvia,Cesareni,1985-08-29,74563,Senior Staff
41301,Shuichi,Cochrane,1985-04-14,40000,Senior Staff
41326,Dinah,Roohalamini,1990-06-21,57986,Senior Staff
41363,Ronghao,Siepmann,1997-02-22,74383,Senior Staff
41404,Marco,Isaak,1998-03-21,54030,Senior Staff
41445,Ronnie,Baez,1989-01-13,67106,Senior Staff
41485,Jaques,Delgrossi,1992-01-13,40000,Senior Staff
41487,Aemilian,Cummings,1985-09-02,58494,Senior Staff
41521,Tzu,Pauthner,1989-03-14,44779,Senior Staff
41533,Visit,Parhami,1987-12-09,40000,Senior Staff
41558,Mayumi,Iisaku,1990-05-08,74211,Senior Staff
41572,Muzhong,Sridhar,1999-03-23,49017,Senior Staff
41577,Ranga,Vidal,1991-11-17,41186,Senior Staff
41638,Toong,Seghrouchni,1996-12-11,40000,Senior Staff
41641,Masoud,Bade,1991-07-08,42488,Senior Staff
41653,Tonny,Iisaku,1999-05-25,68819,Senior Staff
41654,Vasilii,McAlpine,1991-02-25,47979,Senior Staff
41660,Manibrata,Schreiter,1991-01-24,68423,Senior Staff
41661,Masadi,Hofman,1992-06-03,50628,Senior Staff
41671,Leif,Roison,1999-09-04,40000,Senior Staff
41677,Eben,Gimarc,1987-03-10,70041,Senior Staff
41706,Saniya,Walston,1992-03-26,54667,Senior Staff
41710,Weiru,Haldar,1987-06-26,59888,Senior Staff
41724,Faiza,Bage,1985-04-02,49067,Senior Staff
41727,Rosella,Paludetto,1992-10-21,61871,Senior Staff
41751,Hugo,Khasidashvili,1995-11-10,40000,Senior Staff
41756,Sadegh,Rothe,1990-09-28,96562,Senior Staff
41759,Charmane,Lagarias,1985-05-16,80164,Senior Staff
41808,Filipp,Varley,1990-12-13,40000,Senior Staff
41809,Shen,Puppe,1986-09-30,40000,Senior Staff
41826,Tomoyuki,Rusterholz,1994-03-25,40000,Senior Staff
41837,Volkmar,Hiraishi,1991-09-06,46835,Senior Staff
41864,Kazuhito,Gulla,1989-05-11,76595,Senior Staff
41885,Val,Validov,1986-02-16,68151,Senior Staff
41888,Vitali,Oehlmann,1990-10-24,60903,Senior Staff
41889,Basim,Zumaque,1987-04-22,56719,Senior Staff
41894,Zeydy,Mandell,1986-08-24,40000,Senior Staff
41917,Fumitake,Schlumberger,1991-06-29,69069,Senior Staff
41933,Feiyu,Wallrath,1991-07-14,73490,Senior Staff
41935,Toshiki,Stenning,1995-01-12,44341,Senior Staff
41956,Rajmohan,Thiria,1988-09-28,40000,Senior Staff
42004,Xiping,Maquelin,1991-10-12,52257,Senior Staff
42007,Tsz,Pokrovskii,1987-09-01,56974,Senior Staff
42053,Demin,Lores,1990-02-06,40000,Senior Staff
42082,Gritta,Compeau,1992-11-15,55819,Senior Staff
42104,Dante,Plesums,1986-09-18,40000,Senior Staff
42118,Miyeon,Gischer,1991-06-02,50066,Senior Staff
42121,Tran,Auria,1990-07-13,80848,Senior Staff
42135,Ashish,Huttel,1997-03-08,66377,Senior Staff
42149,Hironoby,Ratzlaff,1998-06-27,40000,Senior Staff
42194,Chikako,Sevcikova,1990-08-15,70551,Senior Staff
42269,Foong,Rousseau,1991-03-22,62742,Senior Staff
42287,Subhankar,Nishimukai,1990-05-31,53489,Senior Staff
42318,Yucai,Fasbender,1985-04-11,40000,Senior Staff
42325,Kiyotoshi,Hardjono,1990-06-15,40000,Senior Staff
42327,Caolyn,Porenta,1990-07-13,76815,Senior Staff
42358,Lech,Narwekar,1985-11-25,40000,Senior Staff
42371,Pragnesh,Mersereau,1989-05-30,89143,Senior Staff
42398,Georgy,Karlin,2002-03-23,40000,Senior Staff
42400,Youpyo,Olano,1993-01-15,67197,Senior Staff
42425,Insup,Ulupinar,1985-02-04,45191,Senior Staff
42426,Shietung,Chaudhuri,1991-07-11,57687,Senior Staff
42437,Avishai,Halevi,1994-11-06,44520,Senior Staff
42466,Radhakrishnan,Linares,1995-07-30,40000,Senior Staff
42468,Torsten,Willoner,1998-01-02,54940,Senior Staff
42478,Kristin,Biros,1986-06-21,55244,Senior Staff
42500,Marit,Rouquie,1992-12-29,59420,Senior Staff
42524,Eric,Lemarechal,1989-08-27,59787,Senior Staff
42527,Domenick,Kirkerud,1990-06-19,62939,Senior Staff
42544,Kamakshi,Zucker,1989-05-14,43367,Senior Staff
42549,Mitchel,Pell,1993-04-16,58269,Senior Staff
42560,Djenana,Heuter,1996-07-24,55587,Senior Staff
42571,Shahab,Vilarrasa,1999-06-14,62710,Senior Staff
42606,Moti,Hartvigsen,1992-03-17,78409,Senior Staff
42614,Atreyi,Bail,1995-08-06,64339,Senior Staff
42657,Jiafu,Peir,1995-03-13,49933,Senior Staff
42708,Hitomi,Petereit,1985-03-03,49449,Senior Staff
42716,Fabrizio,Quadeer,2000-05-23,68036,Senior Staff
42764,Marit,Preusig,1989-10-09,40000,Senior Staff
42765,Filipp,Bresenham,2001-09-11,58435,Senior Staff
42775,Sergi,Mitina,1989-03-19,58985,Senior Staff
42814,Arco,Ebeling,1993-05-23,40000,Senior Staff
42823,Mahendra,Grabner,1995-07-30,84706,Senior Staff
42881,Stamatina,Wendorf,1990-02-25,69360,Senior Staff
42912,Jacopo,Gecsei,1997-12-30,56897,Senior Staff
42927,Zito,Siochi,1999-07-13,40000,Senior Staff
42944,Tzvetan,Litecky,1996-09-28,52682,Senior Staff
42953,Emdad,Erev,1990-03-08,64507,Senior Staff
42981,Boguslaw,Colorni,1995-03-12,40000,Senior Staff
43013,Mechthild,Petersohn,1985-07-26,49759,Senior Staff
43014,Vitali,Olivero,1988-04-22,85066,Senior Staff
43035,Sven,Picaronny,1985-02-09,40000,Senior Staff
43040,Ulises,Nittel,1993-10-24,69716,Senior Staff
43045,Howell,Birke,1988-07-01,55441,Senior Staff
43079,Subhankar,Schoegge,1992-03-16,75328,Senior Staff
43091,Nishit,Candan,1998-11-14,40000,Senior Staff
43096,Gal,Kruskal,1990-07-05,69596,Senior Staff
43107,Tooru,Verspoor,1986-06-24,64672,Senior Staff
43110,Vitali,Perna,1990-05-07,64807,Senior Staff
43158,Tiina,Gajiwala,1992-12-30,48340,Senior Staff
43166,Gonzalo,Setiz,1998-06-22,40000,Senior Staff
43200,Geraldo,Plessier,1998-03-24,52152,Senior Staff
43217,DAIDA,Pappas,2001-07-05,55100,Senior Staff
43222,Lenore,Angelopoulos,1985-05-18,95505,Senior Staff
43232,Hugo,Riefers,1994-11-26,70380,Senior Staff
43249,Bedrich,Vitiello,1988-10-10,90940,Senior Staff
43261,Erzsebet,Itzigehl,1994-07-13,47937,Senior Staff
43289,Satosi,Biran,1988-02-25,53609,Senior Staff
43296,Shietung,Kropatsch,1992-03-19,40000,Senior Staff
43325,Zhonghui,McFarlan,1993-06-21,55080,Senior Staff
43338,Xuejun,Coullard,1997-01-27,41197,Senior Staff
43372,Mahendra,Fadgyas,1996-01-24,60662,Senior Staff
43387,Fuqing,Syang,1987-11-13,57988,Senior Staff
43403,Giordano,Giarratana,1994-10-05,98768,Senior Staff
43410,Pranas,Masand,1988-07-13,42336,Senior Staff
43420,Ziya,Kolinko,1986-01-31,60747,Senior Staff
43438,Sampalli,Zultner,2002-01-21,75609,Senior Staff
43451,Mooi,Kadhim,1998-09-19,60302,Senior Staff
43476,Shaw,Wuwongse,1989-10-15,91399,Senior Staff
43487,Kristof,Ducloy,1995-06-04,55035,Senior Staff
43556,Hairong,Crabtree,1993-12-29,64785,Senior Staff
43576,Elvis,Wissmann,1996-03-10,40000,Senior Staff
43594,Moni,Hoogerwoord,1998-08-30,68494,Senior Staff
43624,Tokuyasu,Pesch,1985-03-26,116058,Senior Staff
43648,Sigeru,Wixon,1992-09-03,40000,Senior Staff
43659,Aron,Pouyioutas,1997-12-24,86197,Senior Staff
43678,Shawna,Bernick,1985-07-23,73684,Senior Staff
43710,Christfried,Merey,1994-10-03,88704,Senior Staff
43720,Adel,McConalogue,1991-08-08,44238,Senior Staff
43732,Dietrich,Coorg,1992-09-11,80474,Senior Staff
43748,Parke,Quadeer,1996-08-31,72833,Senior Staff
43756,Minghong,Himler,1987-10-14,66947,Senior Staff
43757,Anyuan,Bratten,1992-07-07,40000,Senior Staff
43762,Fatemeh,Markovitch,1993-03-29,64128,Senior Staff
43776,Xuedong,Feldhoffer,1994-01-26,44288,Senior Staff
43806,Chenye,Fontan,1988-01-13,40000,Senior Staff
43854,Kwee,Lally,1991-08-01,47416,Senior Staff
43868,Alagu,Valiente,1992-12-07,41300,Senior Staff
43883,Zhigen,Aseltine,1986-01-23,40000,Senior Staff
43887,Kwan,Giveon,1991-03-11,40000,Senior Staff
43941,Khatoun,Zambonelli,1987-06-16,84332,Senior Staff
43948,Kwangyoen,Kroha,1987-06-12,50318,Senior Staff
43965,Syozo,Hasham,2001-05-08,71933,Senior Staff
44003,Siddarth,Heemskerk,1992-03-20,60229,Senior Staff
44025,Dines,Thebaut,1989-03-08,63112,Senior Staff
44042,Susuma,Ladret,1995-03-04,64759,Senior Staff
44062,Yurij,Hertweck,1993-05-24,87288,Senior Staff
44086,Kinh,Demizu,1995-09-02,64042,Senior Staff
44088,Uwe,Ohori,1996-11-06,40000,Senior Staff
44099,Shridhar,Gruenwald,1987-02-28,47876,Senior Staff
44104,Idoia,Sridhar,1992-01-30,51187,Senior Staff
44110,Duri,Kalloufi,1986-02-03,40000,Senior Staff
44117,Trygve,Bernardinello,1999-01-23,45411,Senior Staff
44125,Douadi,Conia,1987-07-04,70912,Senior Staff
44135,JoAnna,Neimat,1994-08-02,40000,Senior Staff
44148,Fun,Marchesini,1988-12-06,40000,Senior Staff
44154,Yefim,Aloia,1996-03-17,61460,Senior Staff
44165,Greger,Heuser,1990-08-13,40000,Senior Staff
44199,Jagoda,Vickson,1999-12-22,62272,Senior Staff
44215,Mary,Hiroyama,1992-05-07,40000,Senior Staff
44216,Jacqueline,Condotta,1995-01-29,52431,Senior Staff
44236,Chikako,Vieth,1998-12-09,40000,Senior Staff
44262,Sanjit,Petereit,1987-04-01,56245,Senior Staff
44287,Constantijn,Krohm,1994-05-20,68038,Senior Staff
44288,Ingemar,Baja,1993-01-28,48521,Senior Staff
44382,Gonzalo,Schapire,1994-03-05,40000,Senior Staff
44400,Goncalo,Paludetto,1994-11-07,55761,Senior Staff
44425,Yinghua,Businaro,1985-05-24,51444,Senior Staff
44435,Odinaldo,Spelt,1986-03-12,40000,Senior Staff
44442,Atilio,Gente,1995-08-04,83981,Senior Staff
44454,Toshimo,Besancenot,1990-06-28,79113,Senior Staff
44459,Aluzio,Panienski,1987-11-14,73162,Senior Staff
44476,Krisda,Papadias,1999-03-22,58623,Senior Staff
44484,Pasqua,Gelosh,2000-07-14,40000,Senior Staff
44521,Berry,Reinhart,1989-04-19,44592,Senior Staff
44525,Christophe,Fetvedt,1989-01-20,44847,Senior Staff
44531,Serenella,Lueh,2001-02-13,74264,Senior Staff
44539,Kwangjo,Buchter,1985-09-12,78872,Senior Staff
44560,Gudjon,Morrow,1994-08-17,60704,Senior Staff
44599,Odysseas,Kohling,1996-06-02,75937,Senior Staff
44616,Abdelkader,Pettis,1988-08-31,40000,Senior Staff
44691,Munir,Montresor,1986-03-12,73609,Senior Staff
44692,Arie,Luders,1993-02-02,40000,Senior Staff
44741,Zita,Danner,1989-05-07,63867,Senior Staff
44750,Bernice,Coors,1993-06-08,99844,Senior Staff
44801,Paddy,Benzmuller,1999-09-20,52710,Senior Staff
44837,Youssef,Staelin,1996-03-18,40000,Senior Staff
44842,Khalid,Munke,1989-03-23,49978,Senior Staff
44843,Shin,Ermel,1990-02-19,56887,Senior Staff
44844,Gino,Pesch,1992-04-10,40000,Senior Staff
44854,Shahar,Ratzlaff,1994-05-18,59165,Senior Staff
44869,JoAnne,Serov,1985-04-22,66539,Senior Staff
44870,Xiong,Orlowski,1990-09-17,54547,Senior Staff
44873,Eberhardt,Raczkowsky,1993-07-14,47739,Senior Staff
44874,Janche,Cools,1985-10-15,40000,Senior Staff
44875,Goh,Reinhart,1999-10-21,73457,Senior Staff
44924,Divier,Azevdeo,1997-04-20,76354,Senior Staff
45014,Souichi,Orsini,2001-04-04,71247,Senior Staff
45044,Sachin,Zaccaria,1992-09-26,79975,Senior Staff
45057,Marsha,Lenart,1992-12-08,40000,Senior Staff
45062,Aemilian,Hammerschmidt,1992-09-03,65998,Senior Staff
45083,Narain,Belinskaya,1994-02-14,80094,Senior Staff
45145,Almudena,Zumaque,1986-08-10,59548,Senior Staff
45186,Mong,Vernadat,1990-06-14,64258,Senior Staff
45209,Yinghua,Cardazo,1998-02-15,47678,Senior Staff
45217,Marsal,Pena,1995-07-29,40000,Senior Staff
45244,Joydip,Lueh,1985-11-07,41610,Senior Staff
45245,Margo,Ishibashi,1986-03-20,58029,Senior Staff
45247,Fabrizio,Kornatzky,1995-12-01,88121,Senior Staff
45261,George,Larfeldt,1993-06-17,55147,Senior Staff
45268,Makato,Ertl,1992-05-12,40000,Senior Staff
45269,Arve,Avouris,1986-09-13,83548,Senior Staff
45277,Jessie,Middleton,1991-12-24,43195,Senior Staff
45284,Tesuro,Swift,2001-06-26,91015,Senior Staff
45297,Zhiwei,Sadowski,1996-12-30,82270,Senior Staff
45307,Krassimir,Comyn,1998-07-10,70800,Senior Staff
45321,Radhia,Hopewell,1993-09-13,40000,Senior Staff
45361,Frederique,Brookman,2000-01-03,52657,Senior Staff
45366,Ranan,Gargeya,1996-04-05,40000,Senior Staff
45367,Terresa,Ermel,1993-01-20,40000,Senior Staff
45376,Mabo,Toyoshima,1985-07-17,55568,Senior Staff
45377,Temple,Flasterstein,1986-08-29,40977,Senior Staff
45416,Avishai,Percebois,1992-12-04,51789,Senior Staff
45432,Richard,Barreiro,1986-03-24,64386,Senior Staff
45470,Aron,Birta,1989-04-24,71989,Senior Staff
45488,Shigehiro,Shackel,1988-01-27,79290,Senior Staff
45493,Oscar,Itzigehl,1989-11-08,73207,Senior Staff
45512,Matk,Czaja,1994-01-01,64108,Senior Staff
45519,Alain,Rothe,1989-03-01,40000,Senior Staff
45546,Gopalakrishnan,Lanphier,1989-02-26,102460,Senior Staff
45552,Aloys,Albarhamtoshy,1997-08-14,69599,Senior Staff
45566,Lena,Marsiglia,1985-06-22,46112,Senior Staff
45607,Hinrich,Beznosov,1990-12-22,71879,Senior Staff
45613,Basant,Madeira,1995-08-13,40000,Senior Staff
45649,Dinkar,Peltason,1999-01-06,64498,Senior Staff
45658,Maja,Ebeling,1998-03-25,45050,Senior Staff
45685,Anwar,Huhdanpaa,1992-02-11,40000,Senior Staff
45699,Jayesh,Showalter,1990-06-08,40000,Senior Staff
45709,Oddvar,Schnelling,1987-08-12,42401,Senior Staff
45727,Christophe,Wissmann,1991-01-12,85051,Senior Staff
45743,Adas,Baaleh,1995-03-15,65720,Senior Staff
45744,Zhensheng,Bahi,1994-08-02,91391,Senior Staff
45844,Patricia,Fetvedt,1988-06-12,40000,Senior Staff
45851,Xiaoqiu,Ranum,1999-09-03,82664,Senior Staff
45865,Toshimi,Bach,1989-03-20,40000,Senior Staff
45883,JoAnna,Maccarone,1995-01-04,40000,Senior Staff
45886,Ioana,Ginesta,1987-10-15,63626,Senior Staff
45895,Sajjad,Vural,1993-05-06,53341,Senior Staff
45915,Paddy,Gluchowski,1988-06-12,41921,Senior Staff
45923,Masato,Xiaoshan,1988-03-21,62573,Senior Staff
45950,Yefim,Gornas,1989-05-17,55813,Senior Staff
45977,Ulf,Wiegley,1996-06-29,44570,Senior Staff
45987,Gila,Olivero,1992-05-12,74134,Senior Staff
46028,Sakthirel,Emmerich,1998-09-14,66926,Senior Staff
46042,Youssef,Vrecion,1986-04-10,54737,Senior Staff
46068,Laurentiu,Weisert,1993-07-12,40000,Senior Staff
46076,Sergi,Lipner,1997-05-18,40000,Senior Staff
46087,Kousuke,Erdi,1997-01-10,40000,Senior Staff
46089,Giordano,Emden,1985-10-20,45787,Senior Staff
46104,Yoshinari,Kavvadias,1987-09-15,45599,Senior Staff
46109,Kiyotoshi,Kragelund,2000-12-22,102429,Senior Staff
46124,Shunichi,Barinka,1988-09-19,57654,Senior Staff
46132,Josyula,Beeson,1996-07-13,70931,Senior Staff
46145,Sushant,Wroclawski,1999-10-05,40000,Senior Staff
46149,Doohun,Plessier,1994-03-05,57458,Senior Staff
46159,Barun,Grabner,1988-10-17,40736,Senior Staff
46167,Sukumar,Shiratori,1991-06-29,54628,Senior Staff
46173,Tzvetan,Herath,1990-01-23,76119,Senior Staff
46189,Yongdong,Reistad,1990-06-24,61523,Senior Staff
46192,Bernd,Anger,1990-11-20,59996,Senior Staff
46243,Jamaludin,Feldmann,1989-05-05,40000,Senior Staff
46250,Yefim,Decleir,1986-06-20,69390,Senior Staff
46263,Filipe,Jakobus,1989-01-08,40000,Senior Staff
46273,Gennadi,Halevi,1998-10-14,55413,Senior Staff
46302,Susanta,Pezzoli,2002-07-25,61570,Senior Staff
46317,Susanta,Rebaine,1997-11-09,57251,Senior Staff
46324,Rosita,Reghbati,1993-04-01,40000,Senior Staff
46339,Stepehn,Linares,1988-10-31,56890,Senior Staff
46340,Sangeeta,Iacovou,1995-10-25,60021,Senior Staff
46352,Unal,Zambonelli,1988-11-21,89610,Senior Staff
46367,Aloys,Nicolson,1993-10-13,40000,Senior Staff
46374,Aris,Nyanchama,1990-09-08,72025,Senior Staff
46392,Emdad,Zykh,1985-05-05,60793,Senior Staff
46417,Susumu,Werthner,1990-12-15,95079,Senior Staff
46439,Ibibia,Junet,1988-05-18,119124,Senior Staff
46484,Neelam,Rabehasaina,1987-10-25,59795,Senior Staff
46488,Zhanqiu,Byoun,1989-11-13,95748,Senior Staff
46532,Siamak,Ruther,1988-02-15,64589,Senior Staff
46533,Lunjin,Edelhoff,1990-03-25,71043,Senior Staff
46574,Yuping,Sinitsyn,1987-04-12,65251,Senior Staff
46662,Uwe,Ernst,1991-05-09,51417,Senior Staff
46666,Mabhin,Avouris,1993-07-17,40000,Senior Staff
46671,Munir,Codenie,1997-03-27,40000,Senior Staff
46679,Bouchung,Flowers,1996-02-11,40000,Senior Staff
46680,Phuoc,Fairtlough,1993-03-06,53167,Senior Staff
46713,Ger,Montresor,1992-11-27,40000,Senior Staff
46755,Jenwei,Frezza,1993-07-14,66106,Senior Staff
46768,Shimshon,Narahari,1990-04-19,40000,Senior Staff
46821,Gian,Diderrich,1995-10-04,56710,Senior Staff
46838,Yakichi,Marzano,1998-11-09,68645,Senior Staff
46852,Gen,Chimia,1993-12-29,103710,Senior Staff
46853,Aiichiro,Walston,1988-07-17,64802,Senior Staff
46858,Lubomir,Gente,1988-11-05,83213,Senior Staff
46866,Sangeeta,Garnham,1987-11-18,76163,Senior Staff
46882,Ebbe,Swist,1996-12-03,48635,Senior Staff
46927,Khaled,Matheson,1995-01-25,40000,Senior Staff
46961,Zhenbing,Kushner,1999-03-08,64428,Senior Staff
46963,Val,Cesareni,1990-03-20,70973,Senior Staff
46968,Jahangir,Legleitner,1994-06-01,62047,Senior Staff
47005,Eric,Selvestrel,1988-08-12,71250,Senior Staff
47021,Mang,Paludetto,1991-11-05,40000,Senior Staff
47034,Mario,Krupka,1985-08-28,46160,Senior Staff
47051,Ebbe,Srimani,2000-12-06,50961,Senior Staff
47061,Kinh,Servi,1987-06-12,56823,Senior Staff
47064,Pramod,Miyakawa,1999-09-10,52492,Senior Staff
47084,Toshimori,Fortenbacher,1986-04-23,44471,Senior Staff
47088,Oddvar,Melski,1990-06-17,56583,Senior Staff
47107,Thanasis,Pews,1988-01-30,51514,Senior Staff
47115,Richara,Rijsenbrij,1995-10-13,89283,Senior Staff
47116,Oscar,Rosar,1989-04-16,76911,Senior Staff
47137,Valter,Marchegay,1997-01-28,92421,Senior Staff
47173,Lakshmi,Velasco,1986-12-23,45369,Senior Staff
47174,Bilhanan,Vecchio,1993-09-06,59620,Senior Staff
47249,Jayson,Swen,1986-03-26,40000,Senior Staff
47255,IEEE,Nastansky,1999-04-17,58433,Senior Staff
47258,Kellie,Bain,1990-12-14,64489,Senior Staff
47265,Chikako,Birke,1987-05-07,62511,Senior Staff
47281,Vugranam,Keustermans,1994-05-07,59922,Senior Staff
47288,Nishit,Ratnaker,1987-01-05,92306,Senior Staff
47330,Jenwei,Esposito,1997-12-30,80553,Senior Staff
47342,Shichao,Stiles,1989-03-17,64991,Senior Staff
47374,Yonghong,Kaiserswerth,1985-08-16,56376,Senior Staff
47379,Rance,Tchuente,1999-07-02,40103,Senior Staff
47422,Djelloul,Luff,1998-01-20,47195,Senior Staff
47456,Tristan,Katzenelson,1991-06-23,88872,Senior Staff
47457,Isaac,Conta,1992-07-24,70870,Senior Staff
47470,Toong,Deville,1989-11-29,63386,Senior Staff
47567,Marc,Pouyioutas,1987-06-27,40000,Senior Staff
47575,Shalesh,Osgood,1999-03-02,52278,Senior Staff
47581,Jagoda,Copas,1987-03-04,41986,Senior Staff
47593,Christfried,Awdeh,1988-09-05,40000,Senior Staff
47627,Alejandra,Harbusch,1988-08-03,64005,Senior Staff
47637,Sariel,Schlegelmilch,1985-08-03,87895,Senior Staff
47720,Renny,Eugenio,1997-05-14,80857,Senior Staff
47726,Huei,Bahr,1985-12-27,70626,Senior Staff
47735,Atilio,Krichel,1988-06-19,65568,Senior Staff
47746,Elzbieta,Budinsky,1989-07-28,59664,Senior Staff
47764,Nadjib,Demri,1991-12-21,49053,Senior Staff
47765,Mayumi,Sevcikova,1985-08-23,72944,Senior Staff
47770,Conrado,Sridhar,1994-03-09,73885,Senior Staff
47772,Eishiro,Falco,1991-01-21,40670,Senior Staff
47775,Florian,Kobuchi,1999-11-18,77206,Senior Staff
47776,Richard,Bojadziev,1989-08-17,68721,Senior Staff
47791,Leucio,Frijda,1993-05-06,45843,Senior Staff
47804,Tadahiko,Erie,1999-07-21,43235,Senior Staff
47825,Yakichi,Chelton,1999-06-12,70260,Senior Staff
47847,Renny,Rusmann,1987-03-17,58431,Senior Staff
47859,Elzbieta,Peres,1999-04-15,40000,Senior Staff
47872,Toshimo,Attimonelli,1987-04-20,40000,Senior Staff
47882,Zsolt,Solovay,1986-12-02,40000,Senior Staff
47925,Angel,Kamble,1985-03-05,74828,Senior Staff
47943,Martins,Puppo,1986-12-24,48381,Senior Staff
47964,Ramachenga,Range,1999-11-26,80034,Senior Staff
47965,Kotesh,Remmers,1987-06-16,54427,Senior Staff
47969,Tuval,Rosis,1986-06-25,42692,Senior Staff
47970,Hinrich,Joslin,1991-10-05,54927,Senior Staff
47980,Christoper,Bael,1991-06-22,56051,Senior Staff
47988,Mohan,Frezza,1988-10-11,53008,Senior Staff
47996,Hirochika,Itschner,1996-12-09,66180,Senior Staff
47998,Rance,Karner,1995-07-18,40183,Senior Staff
48009,Golgen,Alblas,1992-09-17,40000,Senior Staff
48044,Zhonghui,Luga,1998-04-07,72915,Senior Staff
48063,Rafael,Ouhyoung,2001-10-19,89011,Senior Staff
48069,Hongzue,Kandlur,1992-01-04,40000,Senior Staff
48072,Tomoyuki,Chappelet,1996-01-30,41201,Senior Staff
48077,Adly,Engberts,1987-05-27,40000,Senior Staff
48099,Miomir,Chvatal,1991-09-29,40000,Senior Staff
48110,Jessie,Baar,1999-12-15,94704,Senior Staff
48117,Yolla,Heemskerk,1994-01-24,65565,Senior Staff
48139,Perry,Bultermann,1994-09-29,80436,Senior Staff
48149,Sivanarayana,Nergos,1989-03-19,59757,Senior Staff
48154,Baocai,Baba,1985-09-11,60060,Senior Staff
48181,Jongsuk,Montemayor,1995-04-13,40000,Senior Staff
48204,Boaz,Tramer,1989-12-01,40000,Senior Staff
48238,Mototsugu,Ladret,1996-09-18,42188,Senior Staff
48253,Babette,Muniz,1995-04-04,40000,Senior Staff
48261,Bodh,Hopewell,1989-08-31,49672,Senior Staff
48262,Tiina,Usdin,1989-12-06,40000,Senior Staff
48268,Kazuhisa,Hutton,1992-09-05,54730,Senior Staff
48325,Anneke,Rajaraman,1995-09-16,74600,Senior Staff
48363,Thodoros,Azumi,1995-02-02,64253,Senior Staff
48368,Xuejia,Suessmith,1986-02-04,48172,Senior Staff
48371,Valery,Krupka,1993-06-16,60182,Senior Staff
48377,Ziya,Porenta,1990-02-10,56939,Senior Staff
48381,Rajmohan,Kampfer,1990-12-14,83658,Senior Staff
48388,Fun,Zedlitz,1989-09-20,57388,Senior Staff
48403,Hongzue,Krider,1985-08-01,72175,Senior Staff
48408,Tzu,Madeira,1992-04-07,54967,Senior Staff
48413,Sandeepan,Huhdanpaa,1993-01-15,75748,Senior Staff
48426,Amstein,Conte,1985-09-07,51116,Senior Staff
48443,Jaroslava,Nyanchama,1991-07-14,40000,Senior Staff
48504,Marco,Thiran,1993-02-16,40000,Senior Staff
48507,Oscal,Luiz,1993-08-17,72846,Senior Staff
48528,Erzsebet,Billawala,1999-06-26,40000,Senior Staff
48534,Mountaz,Bultermann,1988-05-07,96140,Senior Staff
48539,Xiaoheng,Iisaku,1989-11-25,54952,Senior Staff
48557,Halsur,Picht,1985-04-21,40000,Senior Staff
48568,Subir,Remmele,1990-03-21,40000,Senior Staff
48574,Kien,Stasinski,1990-12-18,51569,Senior Staff
48577,Peternela,Piazza,1985-03-27,64261,Senior Staff
48620,Xiaopeng,Varley,1991-11-24,90097,Senior Staff
48629,Shigeichiro,Gopalakrishnan,1994-09-26,40000,Senior Staff
48637,Shiv,Jording,1992-03-27,40000,Senior Staff
48651,Vitaly,McClurg,1986-12-12,55460,Senior Staff
48675,Cheong,Kossowski,1990-01-31,56168,Senior Staff
48676,Teruyuki,Zallocco,1990-05-08,60590,Senior Staff
48683,Peer,Garnham,1998-01-29,84149,Senior Staff
48693,Quingbo,Erev,1985-11-25,63309,Senior Staff
48701,Adly,Msuda,1987-05-10,64560,Senior Staff
48734,Akemi,Lammel,1994-03-22,73249,Senior Staff
48746,Masali,Passafiume,1993-02-28,79389,Senior Staff
48757,Stella,Gecseg,1987-05-23,61143,Senior Staff
48766,Martien,Ernst,1989-01-15,40000,Senior Staff
48834,Felicidad,Ferriere,1986-03-13,68502,Senior Staff
48836,Barry,Katiyar,1996-09-27,62206,Senior Staff
48838,Gay,Meszaros,1985-09-20,65816,Senior Staff
48862,Kersti,Farrag,1995-12-01,60378,Senior Staff
48863,Odinaldo,Linnainmaa,1990-07-09,93904,Senior Staff
48871,Jongsuk,Bahi,1995-12-28,44969,Senior Staff
48883,Vitali,Servi,1992-08-28,40000,Senior Staff
48915,Qiwen,Gerteisen,1998-06-29,45783,Senior Staff
48941,Piyush,Impagliazzo,1994-02-26,105083,Senior Staff
48951,Pranav,Doering,1991-04-27,66394,Senior Staff
48980,Zhongwei,Bamford,1994-01-19,74102,Senior Staff
48984,Ebru,Cronan,1986-08-13,48500,Senior Staff
49003,Odoardo,Laventhal,1991-07-11,82291,Senior Staff
49014,Ebru,Bernatsky,1989-09-18,45002,Senior Staff
49077,Kasturi,Siprelle,1986-11-07,53224,Senior Staff
49099,Conrado,Fendler,1999-09-11,55821,Senior Staff
49115,Xinan,Engelmann,1991-03-19,52039,Senior Staff
49157,Lucien,Shumilov,1990-10-01,71911,Senior Staff
49181,Jacopo,Collavizza,1995-03-15,55925,Senior Staff
49190,Indrajit,Stifter,1990-04-26,40000,Senior Staff
49202,Zhaofang,Chiola,1994-09-19,40000,Senior Staff
49244,Alexius,Trelles,1992-02-10,40000,Senior Staff
